CustomerID,Recency,Frequency,Monetary,ReviewText,Cluster,Cleaned_ReviewText,Sentiment_Compound,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Label
CUST-0159,14.9,3,163.61,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0160,71.7,6,259.38,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0161,25.2,3,244.46,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0162,55.0,6,190.03,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0163,55.2,1,37.41,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0164,42.2,3,123.41,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0165,5.2,2,119.54,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0166,99.2,3,93.9,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0167,21.3,5,262.21,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0168,11.4,4,211.87,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0169,2.3,5,187.51,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0170,49.2,5,279.7,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0171,62.3,8,254.87,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0172,0.9,2,59.79,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0173,39.5,5,258.96,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0174,14.1,7,140.87,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0175,57.0,6,68.36,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0176,10.5,2,119.18,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0177,64.6,7,482.17,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0178,26.9,5,207.99,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0179,151.8,8,303.8,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0180,8.1,5,340.5,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0181,22.9,6,176.28,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0182,6.6,7,178.22,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0183,142.2,5,313.69,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0184,115.4,6,300.98,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0185,16.4,2,138.34,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0186,59.3,5,57.38,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0187,93.5,4,99.15,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0188,44.6,2,100.52,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0189,41.5,8,460.15,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0190,15.2,3,195.74,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0191,5.4,4,212.59,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0192,125.1,5,264.82,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0193,126.9,4,171.96,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0194,55.1,8,629.09,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0195,22.8,2,60.29,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0196,23.6,5,282.31,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0197,71.2,8,257.76,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0198,125.1,5,298.13,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0199,120.0,7,219.34,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0200,83.2,4,253.55,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0201,56.5,9,468.16,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0202,4.8,7,569.82,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0203,9.7,2,89.88,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0204,125.9,5,288.25,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0205,51.3,4,143.86,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0206,0.5,4,179.27,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0207,5.9,6,311.42,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0208,59.9,5,112.55,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0209,0.3,6,146.9,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0210,9.6,2,121.59,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0211,43.8,5,236.85,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0212,64.8,4,157.31,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0213,58.0,4,146.94,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0214,14.0,6,224.56,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0215,68.5,3,156.08,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0216,14.9,4,232.04,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0217,21.6,7,86.39,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0218,75.5,7,528.02,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0219,57.7,6,444.9,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0220,104.1,6,48.29,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0221,58.9,6,417.28,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0222,46.2,3,206.98,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0223,5.4,6,300.05,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0224,25.2,6,159.91,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0225,16.9,5,341.37,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0226,15.4,4,182.63,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0227,198.7,3,179.64,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0228,27.5,4,359.78,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0229,122.4,4,218.13,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0230,54.9,6,200.98,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0231,87.1,7,307.7,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0232,38.4,5,178.95,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0233,47.3,4,231.21,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0234,37.3,6,212.94,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0235,11.9,8,331.91,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0236,70.5,6,161.28,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0237,18.1,4,190.49,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0238,1.4,6,319.09,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0239,57.0,8,13.39,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0240,10.7,8,437.38,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0241,155.2,4,196.71,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0242,169.3,8,289.84,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0243,135.5,5,432.58,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0244,25.4,3,201.76,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0245,0.9,6,181.59,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0246,145.0,4,260.35,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0247,30.7,4,289.6,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0248,187.0,4,209.51,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0249,182.3,5,282.53,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0250,105.5,2,112.18,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0251,19.2,4,49.82,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0252,26.7,8,373.09,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0253,104.8,4,182.8,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0254,21.0,6,454.46,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0255,10.2,3,168.02,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0256,44.8,4,178.57,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0257,151.3,2,96.76,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0258,65.5,6,410.53,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0259,46.4,5,233.39,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0260,5.6,4,149.73,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0261,52.5,8,360.3,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0262,253.6,5,334.66,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0263,8.3,8,471.45,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0264,40.2,6,304.78,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0265,115.4,3,160.34,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0266,74.3,2,79.85,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0267,65.7,7,325.56,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0268,66.7,3,114.18,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0269,24.5,4,178.78,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0270,19.1,4,296.92,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0271,91.2,4,122.39,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0272,91.4,5,188.02,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0273,111.0,10,274.23,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0274,134.5,5,117.62,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0275,39.4,5,233.19,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0276,38.3,8,311.06,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0277,88.1,8,653.68,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0278,57.7,5,224.54,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0279,66.6,4,292.84,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0280,87.4,7,471.97,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0281,121.4,7,323.67,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0282,22.7,1,87.98,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0283,25.9,4,219.33,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0284,5.4,6,463.41,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0285,47.5,5,375.69,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0286,2.0,4,229.85,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0287,34.5,4,254.08,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0288,43.0,8,489.87,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0289,18.6,4,117.61,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0290,49.1,4,204.12,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0291,1.7,4,277.35,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0292,2.1,7,542.3,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0293,95.1,4,148.11,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0294,24.6,7,416.63,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0295,7.5,3,158.15,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0296,40.6,8,383.03,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0297,80.8,5,282.04,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0298,13.4,5,269.62,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0299,53.6,2,119.49,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0300,4.9,6,455.71,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0301,2.9,7,448.8,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0302,41.7,2,111.18,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0303,42.8,6,501.38,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0304,55.8,6,419.87,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0305,71.2,2,96.67,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0306,204.8,4,112.37,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0307,39.9,5,161.1,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0308,21.5,2,133.6,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0309,87.2,3,115.96,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0310,17.4,5,159.28,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0311,31.8,5,181.77,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0312,4.5,6,225.76,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0313,1.4,6,391.87,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0314,180.8,2,94.36,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0315,99.4,5,126.49,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0316,65.5,4,202.24,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
